counter,id,jender,age,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,ex51,ex52,ex53,ex54,ex55,ex56,ex57,ex58,ex59,ex60,ex61,ex62,ex63,ex64,ex65,ex66,ex67,ex68,ex69,ex70,ex71,ex72,ex73,ex74,ex75,ex76,ex77,ex78,ex79,ex80,ex81,ex82,ex83,ex84,ex85,ex86,ex87,ex88,ex89,ex90,ex91,ex92,ex93,ex94,ex95,ex96,ex97,ex98,ex99,ex100,ex101,ex102,ex103,ex104,ex105,ex106,ex107,ex108,ex109,ex110,ex111,ex112,ex113,ex114,ex115,ex116,ex117,ex118,ex119,ex120,ex121,ex122,ex123,ex124,ex125,ex126,ex127,ex128,ex129,ex130,ex131,ex132,ex133,ex134,ex135,ex136,ex137,ex138,ex139,ex140,ex141,ex142,ex143,ex144,ex145,ex146,ex147,ex148,ex149,ex150,ex151,ex152,ex153,ex154,ex155,ex156,ex157,ex158,ex159,ex160,ex161,ex162,ex163,ex164,ex165,ex166,ex167,ex168,ex169,ex170,ex171,ex172,ex173,ex174,ex175,ex176,ex177,ex178,ex179,ex180,ex181,ex182,ex183,ex184,ex185,ex186,ex187,ex188,ex189,ex190,ex191,ex192,ex193,ex194,ex195,ex196,ex197,ex198,ex199,ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219,ex220,ex221,ex222,ex223,ex224,ex225,ex226,ex227,ex228,ex229,ex230,ex231,ex232,ex233,ex234,ex235,ex236,ex237,ex238,ex239,ex240,ex241,ex242,ex243,ex244,ex245,ex246,ex247,ex248,ex249,ex250,ex251,ex252,ex253,ex254,ex255,ex256,ex257,ex258,ex259,ex260,ex261,ex262,ex263,ex264,ex265,ex266,ex267,ex268,ex269,ex270,ex271,ex272,ex273,ex274,ex275,ex276,ex277,ex278,ex279,ex280,ex281,ex282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
